# sen(phi)	 cos(phi)	 cos(theta)	 Jpar[nA/m2]
0.6014	0.7989	0.6153	6.1602
0.6014	0.7989	0.6338	9.1252
0.5758	0.8176	-0.6559	740.9629
0.5758	0.8176	-0.6383	780.0267
0.5758	0.8176	-0.6197	748.3468
0.5758	0.8176	0.6241	6.0476
0.5758	0.8176	0.6425	8.6495
0.5758	0.8176	0.6599	11.9360
0.5483	0.8363	-0.6808	820.3953
0.5483	0.8363	-0.6643	928.3157
0.5483	0.8363	-0.6469	958.0274
0.5483	0.8363	0.6510	7.7531
0.5483	0.8363	0.6683	10.3085
0.5483	0.8363	0.6845	12.5827
0.5190	0.8548	-0.6888	970.2560
0.5190	0.8548	-0.6724	1072.2793
0.5190	0.8548	0.6592	6.4653
0.5190	0.8548	0.6763	8.3064
0.5190	0.8548	0.6924	9.4965
0.4876	0.8730	-0.7116	916.8413
0.4876	0.8730	-0.6964	1078.4122
0.4876	0.8730	-0.6802	1167.0277
0.4876	0.8730	0.6841	6.1713
0.4876	0.8730	0.7000	6.4018
0.4876	0.8730	0.7150	4.4780
0.4543	0.8908	-0.7186	995.1404
0.4543	0.8908	-0.7036	1149.0918
0.4543	0.8908	0.6914	4.1751
0.4543	0.8908	0.7072	3.6355
0.4543	0.8908	0.7220	0.6919
0.4190	0.9080	-0.7391	861.8104
0.4190	0.9080	-0.7252	1039.6406
0.4190	0.9080	-0.7103	1167.1819
0.4190	0.9080	0.7139	1.4084
0.4190	0.9080	0.7285	-2.2175
0.4190	0.9080	0.7423	-9.9423
0.3816	0.9243	-0.7451	905.3803
0.3816	0.9243	-0.7313	1059.1756
0.3816	0.9243	-0.7166	1159.8485
0.3816	0.9243	0.7201	-0.2107
0.3816	0.9243	0.7346	-4.1639
0.3816	0.9243	0.7482	-12.1724
0.3423	0.9396	-0.7505	930.8583
0.3423	0.9396	-0.7369	1063.3484
0.3423	0.9396	0.7401	-5.1976
0.3423	0.9396	0.7535	-13.0060
0.3011	0.9536	-0.7679	790.4316
0.3011	0.9536	-0.7553	939.2003
0.3011	0.9536	-0.7418	1053.2139
0.3011	0.9536	0.7450	-5.4343
0.3011	0.9536	0.7583	-12.6347
0.3011	0.9536	0.7707	-24.7750
0.2581	0.9661	-0.7720	810.7171
0.2581	0.9661	-0.7595	943.1793
0.2581	0.9661	-0.7461	1024.5267
0.2581	0.9661	0.7493	-4.9937
0.2581	0.9661	0.7625	-11.2585
0.2581	0.9661	0.7748	-22.0184
0.2135	0.9769	-0.7755	830.4099
0.2135	0.9769	-0.7631	956.7917
0.2135	0.9769	0.7530	-4.0054
0.2135	0.9769	0.7660	-9.1135
0.2135	0.9769	0.7782	-18.2128
0.1676	0.9859	-0.7783	840.2880
0.1676	0.9859	-0.7660	964.3243
0.1676	0.9859	0.7689	-6.5495
0.1676	0.9859	0.7810	-13.9288
0.1205	0.9927	-0.7804	852.4695
0.1205	0.9927	-0.7682	967.6671
0.1205	0.9927	0.7711	-4.0267
0.1205	0.9927	0.7831	-9.8574
0.0727	0.9974	-0.7931	744.2012
0.0727	0.9974	-0.7818	880.6647
0.0727	0.9974	-0.7696	985.8821
0.0727	0.9974	0.7725	-2.0583
0.0727	0.9974	0.7845	-6.6913
0.0243	0.9997	-0.7938	775.6210
0.0243	0.9997	-0.7825	912.7353
0.0243	0.9997	-0.7704	1013.9419
0.0243	0.9997	0.7733	-1.1078
0.0243	0.9997	0.7852	-5.0305
-0.0243	0.9997	-0.7938	826.3892
-0.0243	0.9997	-0.7825	946.3133
-0.0243	0.9997	-0.7704	1043.9807
-0.0243	0.9997	0.7733	-1.4651
-0.0243	0.9997	0.7852	-5.2369
-0.0727	0.9974	-0.7931	903.3485
-0.0727	0.9974	-0.7818	1005.9951
-0.0727	0.9974	-0.7696	1094.0783
-0.0727	0.9974	0.7725	-3.1686
-0.0727	0.9974	0.7845	-7.3615
-0.1205	0.9927	-0.7804	1083.5379
-0.1205	0.9927	-0.7682	1162.6299
-0.1205	0.9927	0.7711	-6.0323
-0.1205	0.9927	0.7831	-11.1685
-0.1676	0.9859	-0.7783	1172.5096
-0.1676	0.9859	-0.7660	1257.4504
-0.1676	0.9859	0.7689	-9.7544
-0.1676	0.9859	0.7810	-16.2308
-0.2135	0.9769	-0.7755	1279.2225
-0.2135	0.9769	-0.7631	1367.2535
-0.2135	0.9769	0.7530	-8.9014
-0.2135	0.9769	0.7660	-14.0260
-0.2135	0.9769	0.7782	-22.0838
-0.2581	0.9661	-0.7720	1374.0379
-0.2581	0.9661	-0.7595	1490.3900
-0.2581	0.9661	-0.7461	1531.6396
-0.2581	0.9661	0.7493	-12.0978
-0.2581	0.9661	0.7625	-18.6145
-0.2581	0.9661	0.7748	-28.4034
-0.3011	0.9536	-0.7679	1450.6418
-0.3011	0.9536	-0.7553	1567.9979
-0.3011	0.9536	-0.7418	1602.4684
-0.3011	0.9536	0.7450	-15.3956
-0.3011	0.9536	0.7583	-23.3225
-0.3011	0.9536	0.7707	-34.8800
-0.3423	0.9396	-0.7505	1593.3904
-0.3423	0.9396	-0.7369	1605.7184
-0.3423	0.9396	0.7401	-18.6268
-0.3423	0.9396	0.7535	-27.8535
-0.3816	0.9243	-0.7451	1608.6519
-0.3816	0.9243	-0.7313	1644.7609
-0.3816	0.9243	-0.7166	1567.2122
-0.3816	0.9243	0.7201	-14.4708
-0.3816	0.9243	0.7346	-21.5578
-0.3816	0.9243	0.7482	-31.8337
-0.4190	0.9080	-0.7391	1579.1976
-0.4190	0.9080	-0.7252	1623.2798
-0.4190	0.9080	-0.7103	1567.1027
-0.4190	0.9080	0.7139	-16.4106
-0.4190	0.9080	0.7285	-23.9843
-0.4190	0.9080	0.7423	-34.9529
-0.4543	0.8908	-0.7186	1548.4438
-0.4543	0.8908	-0.7036	1504.3388
-0.4543	0.8908	0.6914	-13.0084
-0.4543	0.8908	0.7072	-18.2014
-0.4543	0.8908	0.7220	-25.8682
-0.4876	0.8730	-0.7116	1424.7581
-0.4876	0.8730	-0.6964	1400.8087
-0.4876	0.8730	-0.6802	1291.4809
-0.4876	0.8730	0.6841	-15.1970
-0.4876	0.8730	0.7000	-20.0899
-0.4876	0.8730	0.7150	-27.3991
-0.5190	0.8548	-0.6888	1247.9898
-0.5190	0.8548	-0.6724	1168.1452
-0.5190	0.8548	0.6592	-15.0921
-0.5190	0.8548	0.6763	-18.1388
-0.5190	0.8548	0.6924	-22.4012
-0.5483	0.8363	-0.6808	1045.0675
-0.5483	0.8363	-0.6643	992.0877
-0.5483	0.8363	-0.6469	875.9649
-0.5483	0.8363	0.6510	-19.4228
-0.5483	0.8363	0.6683	-21.9507
-0.5483	0.8363	0.6845	-25.3202
-0.5758	0.8176	-0.6559	790.5746
-0.5758	0.8176	-0.6383	710.2210
-0.5758	0.8176	-0.6197	595.6369
-0.5758	0.8176	0.6241	-22.4313
-0.5758	0.8176	0.6425	-24.5531
-0.5758	0.8176	0.6599	-26.4151
-0.6014	0.7989	-0.6473	579.8356
-0.6014	0.7989	-0.6296	536.0047
-0.6014	0.7989	-0.6109	461.6897
-0.6014	0.7989	-0.5910	373.9695
-0.6014	0.7989	0.5958	-25.8996
-0.6014	0.7989	0.6153	-28.3199
-0.6014	0.7989	0.6338	-29.9832
-0.6254	0.7803	-0.6206	371.1256
-0.6254	0.7803	-0.6018	334.9947
-0.6254	0.7803	-0.5820	283.8870
-0.6254	0.7803	0.5660	-29.7850
-0.6254	0.7803	0.5867	-32.3535
-0.6254	0.7803	0.6063	-34.2446
-0.6254	0.7803	0.6249	-35.1336
-0.6476	0.7620	-0.5927	225.7797
-0.6476	0.7620	-0.5728	208.0392
-0.6476	0.7620	-0.5519	181.5896
-0.6476	0.7620	0.5351	-34.7497
-0.6476	0.7620	0.5569	-37.0178
-0.6476	0.7620	0.5775	-38.8381
-0.6476	0.7620	0.5972	-39.7651
-0.6684	0.7438	-0.5636	151.2122
-0.6684	0.7438	-0.5427	149.2935
-0.6684	0.7438	-0.5207	139.6858
-0.6684	0.7438	0.5032	-40.2384
-0.6684	0.7438	0.5259	-42.3702
-0.6684	0.7438	0.5476	-43.9580
-0.6684	0.7438	0.5683	-44.7724
-0.6876	0.7261	-0.5334	133.6514
-0.6876	0.7261	-0.5116	139.2429
-0.6876	0.7261	-0.4887	136.6246
-0.6876	0.7261	-0.4647	128.3545
-0.6876	0.7261	0.4704	-43.8039
-0.6876	0.7261	0.4941	-46.4829
-0.6876	0.7261	0.5168	-48.4892
-0.6876	0.7261	0.5384	-49.5148
-0.7056	0.7086	-0.5024	151.1371
-0.7056	0.7086	-0.4797	156.3055
-0.7056	0.7086	-0.4559	153.1662
-0.7056	0.7086	-0.4311	144.1637
-0.7056	0.7086	0.4370	-42.7982
-0.7056	0.7086	0.4616	-46.3347
-0.7056	0.7086	0.4851	-49.4649
-0.7056	0.7086	0.5076	-51.7177
-0.7222	0.6916	-0.4707	183.3228
-0.7222	0.6916	-0.4472	183.6361
-0.7222	0.6916	-0.4227	176.6685
-0.7222	0.6916	-0.3972	164.6131
-0.7222	0.6916	-0.3707	149.4091
-0.7222	0.6916	0.3770	-34.2621
-0.7222	0.6916	0.4032	-36.7250
-0.7222	0.6916	0.4285	-40.2187
-0.7222	0.6916	0.4528	-44.2713
-0.7222	0.6916	0.4761	-48.1991
-0.7377	0.6751	-0.4143	211.3437
-0.7377	0.6751	-0.3891	199.8669
-0.7377	0.6751	-0.3630	184.4178
-0.7377	0.6751	-0.3361	166.4257
-0.7377	0.6751	-0.3083	147.2529
-0.7377	0.6751	0.3148	-29.1020
-0.7377	0.6751	0.3425	-28.1666
-0.7377	0.6751	0.3692	-28.1399
-0.7377	0.6751	0.3951	-29.8322
-0.7377	0.6751	0.4200	-33.3366
-0.7522	0.6590	-0.3812	233.5292
-0.7522	0.6590	-0.3555	217.8213
-0.7522	0.6590	-0.3290	198.8205
-0.7522	0.6590	-0.3016	177.6803
-0.7522	0.6590	-0.2735	155.8552
-0.7522	0.6590	-0.2447	134.8533
-0.7522	0.6590	-0.2152	115.8808
-0.7522	0.6590	0.2221	-23.9328
-0.7522	0.6590	0.2514	-27.1609
-0.7522	0.6590	0.2801	-26.5961
-0.7522	0.6590	0.3081	-23.9178
-0.7522	0.6590	0.3352	-21.0228
-0.7522	0.6590	0.3616	-19.5140
-0.7522	0.6590	0.3871	-20.4407
-0.7656	0.6434	-0.3220	225.5814
-0.7656	0.6434	-0.2951	202.8047
-0.7656	0.6434	-0.2675	178.5155
-0.7656	0.6434	-0.2392	154.4656
-0.7656	0.6434	-0.2103	132.2399
-0.7656	0.6434	-0.1808	113.0333
-0.7656	0.6434	-0.1508	97.6233
-0.7656	0.6434	-0.1205	86.3057
-0.7656	0.6434	-0.0897	78.5308
-0.7656	0.6434	-0.0587	72.9938
-0.7656	0.6434	-0.0276	67.9479
-0.7656	0.6434	0.0036	61.5153
-0.7656	0.6434	0.0349	52.4534
-0.7656	0.6434	0.0660	40.3090
-0.7656	0.6434	0.0969	25.5268
-0.7656	0.6434	0.1276	9.6857
-0.7656	0.6434	0.1579	-4.8989
-0.7656	0.6434	0.1877	-16.2524
-0.7656	0.6434	0.2171	-23.0415
-0.7656	0.6434	0.2458	-24.8071
-0.7656	0.6434	0.2740	-22.4621
-0.7656	0.6434	0.3014	-17.9592
-0.7656	0.6434	0.3281	-13.5375
-0.7780	0.6282	-0.2339	166.4182
-0.7780	0.6282	-0.2055	141.6668
-0.7780	0.6282	-0.1767	120.0826
-0.7780	0.6282	-0.1474	102.6712
-0.7780	0.6282	-0.1177	90.0936
-0.7780	0.6282	-0.0876	81.8104
-0.7780	0.6282	-0.0574	76.0202
-0.7780	0.6282	-0.0269	70.7393
-0.7780	0.6282	0.0036	63.8896
-0.7780	0.6282	0.0341	54.1380
-0.7780	0.6282	0.0644	41.3091
-0.7780	0.6282	0.0947	25.8741
-0.7780	0.6282	0.1246	9.6191
-0.7780	0.6282	0.1542	-4.9154
-0.7780	0.6282	0.1835	-15.7318
-0.7780	0.6282	0.2122	-21.6172
-0.7780	0.6282	0.2404	-22.3327
-0.7897	0.6135	-0.1150	88.5419
-0.7897	0.6135	-0.0856	80.5306
-0.7897	0.6135	-0.0560	75.1876
-0.7897	0.6135	-0.0263	70.3431
-0.7897	0.6135	0.0035	63.7011
-0.7897	0.6135	0.0333	53.8162
-0.7897	0.6135	0.0629	40.8588
-0.7897	0.6135	0.0925	25.5914
-0.7897	0.6135	0.1218	9.6227
0.8145	0.5802	-0.0851	32.4620
0.8145	0.5802	-0.0557	25.7050
0.8145	0.5802	-0.0262	19.5770
0.8145	0.5802	0.0035	14.3066
0.8145	0.5802	0.0331	9.8989
0.8145	0.5802	0.0626	6.2787
0.8145	0.5802	0.0919	3.3622
0.8041	0.5944	-0.2327	64.5018
0.8041	0.5944	-0.2045	56.9649
0.8041	0.5944	-0.1757	49.7836
0.8041	0.5944	-0.1466	42.7246
0.8041	0.5944	-0.1170	35.7779
0.8041	0.5944	-0.0872	29.0493
0.8041	0.5944	-0.0571	22.7676
0.8041	0.5944	-0.0268	17.2029
0.8041	0.5944	0.0035	12.4936
0.8041	0.5944	0.0339	8.6224
0.8041	0.5944	0.0641	5.4901
0.8041	0.5944	0.0942	2.9802
0.8041	0.5944	0.1240	1.0056
0.8041	0.5944	0.1534	-0.4775
0.8041	0.5944	0.1825	-1.4817
0.8041	0.5944	0.2111	-2.0101
0.7930	0.6092	-0.2938	75.0875
0.7930	0.6092	-0.2663	66.9976
0.7930	0.6092	-0.2381	58.8626
0.7930	0.6092	-0.2093	51.2723
0.7930	0.6092	-0.1800	44.2137
0.7930	0.6092	-0.1501	37.4763
0.7930	0.6092	-0.1199	31.0239
0.7930	0.6092	-0.0893	24.9185
0.7930	0.6092	-0.0585	19.3487
0.7930	0.6092	-0.0275	14.5022
0.7930	0.6092	0.0036	10.4678
0.7930	0.6092	0.0347	7.2099
0.7930	0.6092	0.0657	4.6079
0.7930	0.6092	0.0965	2.5290
0.7930	0.6092	0.1270	0.8813
0.7930	0.6092	0.1571	-0.3763
0.7930	0.6092	0.1869	-1.2561
0.7930	0.6092	0.2161	-1.7590
0.7930	0.6092	0.2447	-1.8710
0.7930	0.6092	0.2728	-1.5523
0.7930	0.6092	0.3001	-0.7235
0.7810	0.6245	-0.3543	76.9691
0.7810	0.6245	-0.3278	73.7375
0.7810	0.6245	-0.3005	67.2289
0.7810	0.6245	-0.2725	59.4299
0.7810	0.6245	-0.2437	51.5598
0.7810	0.6245	-0.2143	44.2786
0.7810	0.6245	0.1914	-0.9957
0.7810	0.6245	0.2212	-1.4195
0.7810	0.6245	0.2505	-1.5421
0.7810	0.6245	0.2791	-1.3315
0.7810	0.6245	0.3069	-0.7177
0.7810	0.6245	0.3340	0.3920
0.7810	0.6245	0.3603	2.0851
0.7681	0.6403	-0.4132	52.3656
0.7681	0.6403	-0.3881	63.1626
0.7681	0.6403	-0.3621	66.2314
0.7681	0.6403	-0.3352	63.6514
0.7681	0.6403	-0.3074	57.7764
0.7681	0.6403	0.2856	-0.9802
0.7681	0.6403	0.3140	-0.5349
0.7681	0.6403	0.3415	0.2747
0.7681	0.6403	0.3682	1.5245
0.7681	0.6403	0.3940	3.2668
0.7681	0.6403	0.4190	5.5196
0.7542	0.6566	-0.4700	-5.0550
0.7542	0.6566	-0.4464	22.1866
0.7542	0.6566	-0.4219	40.9694
0.7542	0.6566	-0.3965	51.3712
0.7542	0.6566	-0.3701	54.6718
0.7542	0.6566	0.3763	1.1732
0.7542	0.6566	0.4025	2.3889
0.7542	0.6566	0.4277	3.9719
0.7542	0.6566	0.4520	5.9431
0.7542	0.6566	0.4753	8.3533
0.7392	0.6735	-0.5020	-33.8562
0.7392	0.6735	-0.4793	-5.6432
0.7392	0.6735	-0.4555	16.7552
0.7392	0.6735	-0.4308	32.2139
0.7392	0.6735	0.4366	2.8027
0.7392	0.6735	0.4612	4.0887
0.7392	0.6735	0.4847	5.6961
0.7392	0.6735	0.5072	7.7699
0.7230	0.6909	-0.5335	-34.4435
0.7230	0.6909	-0.5116	-13.5791
0.7230	0.6909	-0.4887	4.4820
0.7230	0.6909	-0.4648	18.6292
0.7230	0.6909	0.4704	2.7628
0.7230	0.6909	0.4941	3.7263
0.7230	0.6909	0.5168	5.0424
0.7230	0.6909	0.5384	6.9861
0.7055	0.7087	-0.5641	13.0143
0.7055	0.7087	-0.5432	20.7419
0.7055	0.7087	-0.5213	24.6920
0.7055	0.7087	0.5037	2.4391
0.7055	0.7087	0.5265	3.1980
0.7055	0.7087	0.5482	4.4771
0.7055	0.7087	0.5688	6.6827
0.6866	0.7270	-0.5938	114.6950
0.6866	0.7270	-0.5739	112.9343
0.6866	0.7270	-0.5530	99.2182
0.6866	0.7270	0.5362	2.1508
0.6866	0.7270	0.5580	2.9836
0.6866	0.7270	0.5786	4.6356
0.6866	0.7270	0.5983	7.5659
0.6662	0.7458	-0.6223	256.5055
0.6662	0.7458	-0.6035	260.3101
0.6662	0.7458	-0.5837	236.6064
0.6662	0.7458	0.5884	3.6225
0.6662	0.7458	0.6080	6.0896
0.6662	0.7458	0.6265	10.0530
0.6442	0.7648	-0.6496	400.6700
0.6442	0.7648	-0.6319	434.2432
0.6442	0.7648	-0.6132	422.3066
0.6442	0.7648	0.5981	3.3178
0.6442	0.7648	0.6177	5.4704
0.6442	0.7648	0.6361	8.9408
0.6442	0.7648	0.6536	13.7062
0.6205	0.7842	-0.6755	502.0703
0.6205	0.7842	-0.6589	586.1191
0.6205	0.7842	-0.6414	613.5191
0.6205	0.7842	-0.6228	584.3497
0.6205	0.7842	0.6272	5.2774
0.6205	0.7842	0.6456	8.2975
0.6205	0.7842	0.6629	12.3385
0.5949	0.8038	-0.6845	671.1962
0.5949	0.8038	-0.6681	757.4153
0.5949	0.8038	-0.6507	775.9848
0.5949	0.8038	0.6548	7.7065
0.5949	0.8038	0.6720	10.9909
0.5949	0.8038	0.6882	14.3836
0.5674	0.8234	-0.7085	667.2862
0.5674	0.8234	-0.6932	809.4321
0.5674	0.8234	-0.6770	894.2104
0.5674	0.8234	0.6809	9.4341
0.5674	0.8234	0.6969	11.7178
0.5674	0.8234	0.7119	12.6347
0.5379	0.8430	-0.7167	771.5349
0.5379	0.8430	-0.7016	908.3515
0.5379	0.8430	-0.6856	985.9740
0.5379	0.8430	0.6894	7.6518
0.5379	0.8430	0.7053	8.9075
0.5379	0.8430	0.7201	8.5025
0.5063	0.8624	-0.7385	669.6863
0.5063	0.8624	-0.7246	838.8887
0.5063	0.8624	-0.7097	964.0072
0.5063	0.8624	0.7133	6.2200
0.5063	0.8624	0.7279	4.7551
0.5063	0.8624	0.7417	-0.0439
0.4724	0.8814	-0.7458	721.8065
0.4724	0.8814	-0.7320	878.1083
0.4724	0.8814	0.7209	3.9697
0.4724	0.8814	0.7353	1.8252
0.4724	0.8814	0.7489	-3.6879
0.4363	0.8998	-0.7653	586.7735
0.4363	0.8998	-0.7526	747.6906
0.4363	0.8998	-0.7390	890.1663
0.4363	0.8998	0.7423	0.0081
0.4363	0.8998	0.7556	-5.6119
0.3980	0.9174	-0.7714	612.6529
0.3980	0.9174	-0.7589	760.6531
0.3980	0.9174	-0.7455	880.1557
0.3980	0.9174	0.7487	-0.6086
0.3980	0.9174	0.7619	-5.6879
0.3980	0.9174	0.7742	-15.0559
0.3575	0.9339	-0.7769	622.1363
0.3575	0.9339	-0.7646	768.8200
0.3575	0.9339	0.7545	-0.1239
0.3575	0.9339	0.7675	-4.0703
0.3575	0.9339	0.7797	-11.8239
0.3149	0.9491	-0.7932	473.3135
0.3149	0.9491	-0.7819	615.8864
0.3149	0.9491	-0.7697	752.1257
0.3149	0.9491	0.7726	-1.0999
0.3149	0.9491	0.7846	-6.6836
0.2703	0.9628	-0.7974	457.9443
0.2703	0.9628	-0.7862	596.6405
0.2703	0.9628	-0.7741	713.3715
0.2703	0.9628	0.7770	2.8292
0.2703	0.9628	0.7889	-0.2053
0.2703	0.9628	0.7999	-7.3443
0.2239	0.9746	-0.8009	442.7312
0.2239	0.9746	-0.7898	570.3968
0.2239	0.9746	-0.7779	681.7088
0.2239	0.9746	0.7808	7.2928
0.2239	0.9746	0.7925	6.9620
0.2239	0.9746	0.8034	2.9208
0.1759	0.9844	-0.8038	424.4872
0.1759	0.9844	-0.7928	565.8044
0.1759	0.9844	0.7838	11.8025
0.1759	0.9844	0.7954	14.0736
0.1759	0.9844	0.8062	12.9847
0.1266	0.9920	-0.8059	393.9904
0.1266	0.9920	-0.7950	555.2606
0.1266	0.9920	0.7861	15.8130
0.1266	0.9920	0.7976	20.3378
0.1266	0.9920	0.8083	21.8097
0.0763	0.9971	-0.8074	379.7167
0.0763	0.9971	-0.7965	539.4526
0.0763	0.9971	0.7991	25.0040
0.0763	0.9971	0.8098	28.4348
0.0255	0.9997	-0.8081	384.2856
0.0255	0.9997	-0.7973	545.0753
0.0255	0.9997	0.7999	27.4660
0.0255	0.9997	0.8105	32.1020
-0.0255	0.9997	-0.8081	419.0897
-0.0255	0.9997	-0.7973	559.5715
-0.0255	0.9997	0.7999	27.4012
-0.0255	0.9997	0.8105	32.4081
-0.0763	0.9971	-0.8074	476.6328
-0.0763	0.9971	-0.7965	599.7469
-0.0763	0.9971	0.7991	24.8048
-0.0763	0.9971	0.8098	29.3203
-0.1266	0.9920	-0.8059	549.5377
-0.1266	0.9920	-0.7950	661.6833
-0.1266	0.9920	0.7861	14.4114
-0.1266	0.9920	0.7976	19.9383
-0.1266	0.9920	0.8083	23.1355
-0.1759	0.9844	-0.8038	649.7420
-0.1759	0.9844	-0.7928	759.6921
-0.1759	0.9844	0.7838	9.6377
-0.1759	0.9844	0.7954	13.2363
-0.1759	0.9844	0.8062	14.4069
-0.2239	0.9746	-0.8009	761.5337
-0.2239	0.9746	-0.7898	920.4376
-0.2239	0.9746	-0.7779	1025.7413
-0.2239	0.9746	0.7808	3.9911
-0.2239	0.9746	0.7925	5.1893
-0.2239	0.9746	0.8034	3.7565
-0.2703	0.9628	-0.7974	884.7360
-0.2703	0.9628	-0.7862	1038.2031
-0.2703	0.9628	-0.7741	1182.1497
-0.2703	0.9628	0.7770	-2.2143
-0.2703	0.9628	0.7889	-3.7531
-0.2703	0.9628	0.7999	-8.2430
-0.3149	0.9491	-0.7932	1009.2757
-0.3149	0.9491	-0.7819	1131.3771
-0.3149	0.9491	-0.7697	1244.6044
-0.3149	0.9491	0.7726	-8.6638
-0.3149	0.9491	0.7846	-13.1083
-0.3575	0.9339	-0.7769	1254.2768
-0.3575	0.9339	-0.7646	1315.8488
-0.3575	0.9339	0.7545	-10.1709
-0.3575	0.9339	0.7675	-14.9592
-0.3575	0.9339	0.7797	-22.2504
-0.3980	0.9174	-0.7714	1336.4996
-0.3980	0.9174	-0.7589	1428.7309
-0.3980	0.9174	-0.7455	1447.3134
-0.3980	0.9174	0.7487	-13.8970
-0.3980	0.9174	0.7619	-20.6554
-0.3980	0.9174	0.7742	-30.5317
-0.4363	0.8998	-0.7653	1379.2060
-0.4363	0.8998	-0.7526	1487.3374
-0.4363	0.8998	-0.7390	1497.8840
-0.4363	0.8998	0.7423	-17.0691
-0.4363	0.8998	0.7556	-25.3892
-0.4724	0.8814	-0.7458	1465.4982
-0.4724	0.8814	-0.7320	1475.9276
-0.4724	0.8814	0.7209	-13.4095
-0.4724	0.8814	0.7353	-19.6343
-0.4724	0.8814	0.7489	-28.9814
-0.5063	0.8624	-0.7385	1401.0743
-0.5063	0.8624	-0.7246	1435.0257
-0.5063	0.8624	-0.7097	1369.7150
-0.5063	0.8624	0.7133	-15.3711
-0.5063	0.8624	0.7279	-21.7315
-0.5063	0.8624	0.7417	-31.4815
-0.5379	0.8430	-0.7167	1321.6157
-0.5379	0.8430	-0.7016	1278.8760
-0.5379	0.8430	-0.6856	1162.8097
-0.5379	0.8430	0.6894	-13.7152
-0.5379	0.8430	0.7053	-17.5462
-0.5379	0.8430	0.7201	-23.5977
-0.5674	0.8234	-0.7085	1155.7778
-0.5674	0.8234	-0.6932	1136.6450
-0.5674	0.8234	-0.6770	1040.6692
-0.5674	0.8234	0.6809	-16.6314
-0.5674	0.8234	0.6969	-20.0031
-0.5674	0.8234	0.7119	-25.4189
-0.5949	0.8038	-0.6845	947.3906
-0.5949	0.8038	-0.6681	881.3405
-0.5949	0.8038	-0.6507	763.6504
-0.5949	0.8038	0.6548	-17.5062
-0.5949	0.8038	0.6720	-19.7274
-0.5949	0.8038	0.6882	-22.5541
-0.6205	0.7842	-0.6755	730.3291
-0.6205	0.7842	-0.6589	697.3103
-0.6205	0.7842	-0.6414	617.7222
-0.6205	0.7842	-0.6228	511.4130
-0.6205	0.7842	0.6272	-18.2692
-0.6205	0.7842	0.6456	-20.5714
-0.6205	0.7842	0.6629	-22.5429
-0.6442	0.7648	-0.6496	506.7832
-0.6442	0.7648	-0.6319	465.3869
-0.6442	0.7648	-0.6132	398.1250
-0.6442	0.7648	0.5981	-18.1218
-0.6442	0.7648	0.6177	-20.8220
-0.6442	0.7648	0.6361	-23.0149
-0.6442	0.7648	0.6536	-24.6709
-0.6662	0.7458	-0.6223	322.9377
-0.6662	0.7458	-0.6035	293.1736
-0.6662	0.7458	-0.5837	250.7051
-0.6662	0.7458	0.5884	-20.3119
-0.6662	0.7458	0.6080	-22.8129
-0.6662	0.7458	0.6265	-24.7105
-0.6866	0.7270	-0.5938	205.2715
-0.6866	0.7270	-0.5739	193.5821
-0.6866	0.7270	-0.5530	173.7676
-0.6866	0.7270	0.5362	-17.4183
-0.6866	0.7270	0.5580	-19.6007
-0.6866	0.7270	0.5786	-22.0700
-0.6866	0.7270	0.5983	-24.2783
-0.7055	0.7087	-0.5641	155.0576
-0.7055	0.7087	-0.5432	156.8419
-0.7055	0.7087	-0.5213	150.2293
-0.7055	0.7087	0.5037	-16.3404
-0.7055	0.7087	0.5265	-18.2738
-0.7055	0.7087	0.5482	-20.6691
-0.7055	0.7087	0.5688	-23.1773
-0.7230	0.6909	-0.5335	155.4047
-0.7230	0.6909	-0.5116	161.8043
-0.7230	0.6909	-0.4887	159.6051
-0.7230	0.6909	-0.4648	151.6046
-0.7230	0.6909	0.4704	-12.2898
-0.7230	0.6909	0.4941	-14.3489
-0.7230	0.6909	0.5168	-17.1545
-0.7230	0.6909	0.5384	-20.3462
-0.7392	0.6735	-0.5020	183.9482
-0.7392	0.6735	-0.4793	188.9005
-0.7392	0.6735	-0.4555	185.9368
-0.7392	0.6735	-0.4308	177.5289
-0.7392	0.6735	0.4366	-4.2911
-0.7392	0.6735	0.4612	-6.1541
-0.7392	0.6735	0.4847	-9.4223
-0.7392	0.6735	0.5072	-13.7208
-0.7542	0.6566	-0.4700	223.9585
-0.7542	0.6566	-0.4464	224.8608
-0.7542	0.6566	-0.4219	219.2252
-0.7542	0.6566	-0.3965	208.7568
-0.7542	0.6566	-0.3701	194.5980
-0.7542	0.6566	0.3763	3.4109
-0.7542	0.6566	0.4025	5.7436
-0.7542	0.6566	0.4277	5.4544
-0.7542	0.6566	0.4520	2.6772
-0.7542	0.6566	0.4753	-2.2235
-0.7681	0.6403	-0.4132	261.4104
-0.7681	0.6403	-0.3881	252.5266
-0.7681	0.6403	-0.3621	239.0388
-0.7681	0.6403	-0.3352	221.1564
-0.7681	0.6403	-0.3074	199.4222
-0.7681	0.6403	0.2856	-7.5701
-0.7681	0.6403	0.3140	-0.1463
-0.7681	0.6403	0.3415	7.5340
-0.7681	0.6403	0.3682	13.6048
-0.7681	0.6403	0.3940	16.6962
-0.7681	0.6403	0.4190	16.1521
-0.7810	0.6245	-0.3543	278.8447
-0.7810	0.6245	-0.3278	260.5936
-0.7810	0.6245	-0.3005	237.0438
-0.7810	0.6245	-0.2725	209.4121
